Channel,Category,Sub Category,Manufacturer,Brand,Revenue,Date,Units,Price,Price Tier
MASS,CC,LM,LOREAL SA CORP,MAYB,12626560,6/1/2018,44,286967,d.$100+
MASS,CC,NC,LOREAL SA CORP,MAYB,6226,6/1/2018,66,94,a.less than $25
MASS,MURS,MURS LQ,LOREAL SA CORP,MAYB,536040,6/1/2018,99,5415,c.$50 - $100
MASS,MURS,MURS STICK,LOREAL SA CORP,MAYB,0,6/1/2018,86,0,a.less than $25
MASS,MURS,MURS TWLT,LOREAL SA CORP,MAYB,42,6/1/2018,89,0,a.less than $25
MASS,CC,BM,LOREAL SA CORP,MAYB,0,7/1/2018,49,0,a.less than $25
MASS,CC,EM,LOREAL SA CORP,MAYB,41743855,7/1/2018,46,907475,d.$100+
MASS,CC,FM,LOREAL SA CORP,MAYB,30260645,7/1/2018,11,2750968,d.$100+
MASS,CC,KITS,LOREAL SA CORP,MAYB,58,7/1/2018,28,2,a.less than $25
MASS,CC,LM,LOREAL SA CORP,MAYB,10198799,7/1/2018,86,118591,d.$100+
MASS,CC,NC,LOREAL SA CORP,MAYB,3244,7/1/2018,33,98,a.less than $25
MASS,MURS,MURS LQ,LOREAL SA CORP,MAYB,428209,7/1/2018,70,6117,c.$50 - $100
MASS,MURS,MURS STICK,LOREAL SA CORP,MAYB,0,7/1/2018,17,0,a.less than $25
MASS,MURS,MURS TWLT,LOREAL SA CORP,MAYB,17,7/1/2018,91,0,a.less than $25
MASS,CC,BM,LOREAL SA CORP,MAYB,0,8/1/2018,60,0,a.less than $25
MASS,CC,EM,LOREAL SA CORP,MAYB,44109912,8/1/2018,75,588132,d.$100+
MASS,CC,FM,LOREAL SA CORP,MAYB,32262553,8/1/2018,52,620434,d.$100+
MASS,CC,KITS,LOREAL SA CORP,MAYB,34,8/1/2018,33,1,a.less than $25
MASS,CC,LM,LOREAL SA CORP,MAYB,10860533,8/1/2018,21,517168,d.$100+
MASS,CC,NC,LOREAL SA CORP,MAYB,2948,8/1/2018,82,36,a.less than $25
MASS,MURS,MURS LQ,LOREAL SA CORP,MAYB,444036,8/1/2018,91,4880,b.$25 - $50
MASS,MURS,MURS STICK,LOREAL SA CORP,MAYB,0,8/1/2018,88,0,a.less than $25
MASS,MURS,MURS TWLT,LOREAL SA CORP,MAYB,12,8/1/2018,12,1,a.less than $25
MASS,CC,BM,LOREAL SA CORP,MAYB,0,9/1/2018,54,0,a.less than $25
MASS,CC,EM,LOREAL SA CORP,MAYB,52403747,9/1/2018,26,2015529,d.$100+
MASS,CC,FM,LOREAL SA CORP,MAYB,38493480,9/1/2018,22,1749704,d.$100+
MASS,CC,KITS,LOREAL SA CORP,MAYB,63,9/1/2018,55,1,a.less than $25
MASS,CC,LM,LOREAL SA CORP,MAYB,13197403,9/1/2018,93,141908,d.$100+
MASS,CC,NC,LOREAL SA CORP,MAYB,3114,9/1/2018,53,59,a.less than $25
MASS,MURS,MURS LQ,LOREAL SA CORP,MAYB,529287,9/1/2018,97,5457,c.$50 - $100
MASS,MURS,MURS STICK,LOREAL SA CORP,MAYB,0,9/1/2018,20,0,a.less than $25
MASS,MURS,MURS TWLT,LOREAL SA CORP,MAYB,3,9/1/2018,99,0,a.less than $25
MASS,CC,BM,LOREAL SA CORP,MAYB,0,10/1/2018,12,0,a.less than $25
MASS,CC,EM,LOREAL SA CORP,MAYB,48039001,10/1/2018,89,539764,d.$100+
MASS,CC,FM,LOREAL SA CORP,MAYB,32527903,10/1/2018,65,500429,d.$100+
MASS,CC,KITS,LOREAL SA CORP,MAYB,6107,10/1/2018,40,153,a.less than $25
MASS,CC,LM,LOREAL SA CORP,MAYB,12695628,10/1/2018,54,235104,d.$100+
MASS,CC,NC,LOREAL SA CORP,MAYB,1747,10/1/2018,44,40,a.less than $25
MASS,MURS,MURS LQ,LOREAL SA CORP,MAYB,461908,10/1/2018,90,5132,c.$50 - $100
MASS,MURS,MURS STICK,LOREAL SA CORP,MAYB,0,10/1/2018,23,0,a.less than $25
MASS,MURS,MURS TWLT,LOREAL SA CORP,MAYB,26,10/1/2018,2,13,a.less than $25
MASS,CC,BM,LOREAL SA CORP,MAYB,0,11/1/2018,48,0,a.less than $25
MASS,CC,EM,LOREAL SA CORP,MAYB,42828422,11/1/2018,34,1259659,d.$100+
MASS,CC,FM,LOREAL SA CORP,MAYB,29915968,11/1/2018,5,5983194,d.$100+
MASS,CC,KITS,LOREAL SA CORP,MAYB,44633,11/1/2018,4,11158,c.$50 - $100
MASS,CC,LM,LOREAL SA CORP,MAYB,11158862,11/1/2018,18,619937,d.$100+
MASS,CC,NC,LOREAL SA CORP,MAYB,1207,11/1/2018,70,17,a.less than $25
MASS,MURS,MURS LQ,LOREAL SA CORP,MAYB,434614,11/1/2018,96,4527,b.$25 - $50
MASS,MURS,MURS STICK,LOREAL SA CORP,MAYB,0,11/1/2018,61,0,a.less than $25
MASS,MURS,MURS TWLT,LOREAL SA CORP,MAYB,0,11/1/2018,52,0,a.less than $25
MASS,CC,BM,LOREAL SA CORP,MAYB,0,12/1/2018,58,0,a.less than $25
MASS,CC,EM,LOREAL SA CORP,MAYB,55067988,12/1/2018,79,697063,d.$100+
MASS,CC,FM,LOREAL SA CORP,MAYB,38562634,12/1/2018,4,9640659,d.$100+
MASS,CC,KITS,LOREAL SA CORP,MAYB,230476,12/1/2018,23,10021,c.$50 - $100
MASS,CC,LM,LOREAL SA CORP,MAYB,14283054,12/1/2018,20,714153,d.$100+
MASS,CC,NC,LOREAL SA CORP,MAYB,1320,12/1/2018,99,13,a.less than $25
MASS,MURS,MURS LQ,LOREAL SA CORP,MAYB,545697,12/1/2018,38,14360,c.$50 - $100
MASS,MURS,MURS STICK,LOREAL SA CORP,MAYB,132,12/1/2018,75,2,a.less than $25
MASS,MURS,MURS TWLT,LOREAL SA CORP,MAYB,1,12/1/2018,29,0,a.less than $25
MASS,CC,BM,LOREAL SA CORP,MAYB,0,1/1/2019,94,0,a.less than $25
MASS,CC,EM,LOREAL SA CORP,MAYB,42404769,1/1/2019,25,1696191,d.$100+
MASS,CC,FM,LOREAL SA CORP,MAYB,31780659,1/1/2019,86,369543,d.$100+
MASS,CC,KITS,LOREAL SA CORP,MAYB,400395,1/1/2019,22,18200,c.$50 - $100
MASS,CC,LM,LOREAL SA CORP,MAYB,10062856,1/1/2019,36,279524,d.$100+
MASS,CC,NC,LOREAL SA CORP,MAYB,769,1/1/2019,29,27,a.less than $25
MASS,MURS,MURS LQ,LOREAL SA CORP,MAYB,420495,1/1/2019,45,9344,c.$50 - $100
MASS,MURS,MURS STICK,LOREAL SA CORP,MAYB,11080,1/1/2019,3,3693,b.$25 - $50
MASS,MURS,MURS TWLT,LOREAL SA CORP,MAYB,3,1/1/2019,73,0,a.less than $25
MASS,CC,BM,LOREAL SA CORP,MAYB,0,2/1/2019,54,0,a.less than $25
MASS,CC,EM,LOREAL SA CORP,MAYB,46538410,2/1/2019,15,3102561,d.$100+
MASS,CC,FM,LOREAL SA CORP,MAYB,35331994,2/1/2019,21,1682476,d.$100+
MASS,CC,KITS,LOREAL SA CORP,MAYB,517207,2/1/2019,8,64651,c.$50 - $100
MASS,CC,LM,LOREAL SA CORP,MAYB,13204757,2/1/2019,2,6602379,d.$100+
MASS,CC,NC,LOREAL SA CORP,MAYB,1179,2/1/2019,24,49,a.less than $25
MASS,MURS,MURS LQ,LOREAL SA CORP,MAYB,454238,2/1/2019,94,4832,b.$25 - $50
MASS,MURS,MURS STICK,LOREAL SA CORP,MAYB,19163,2/1/2019,9,2129,a.less than $25
MASS,MURS,MURS TWLT,LOREAL SA CORP,MAYB,3,2/1/2019,15,0,a.less than $25
MASS,CC,BM,LOREAL SA CORP,MAYB,6,3/1/2019,40,0,a.less than $25
MASS,CC,EM,LOREAL SA CORP,MAYB,62716094,3/1/2019,98,639960,d.$100+
MASS,CC,FM,LOREAL SA CORP,MAYB,47131783,3/1/2019,96,490956,d.$100+
MASS,CC,KITS,LOREAL SA CORP,MAYB,695513,3/1/2019,58,11992,c.$50 - $100
MASS,CC,LM,LOREAL SA CORP,MAYB,17290323,3/1/2019,36,480287,d.$100+
MASS,CC,NC,LOREAL SA CORP,MAYB,1446,3/1/2019,6,241,a.less than $25
MASS,MURS,MURS LQ,LOREAL SA CORP,MAYB,572514,3/1/2019,1,572514,d.$100+
MASS,MURS,MURS STICK,LOREAL SA CORP,MAYB,23826,3/1/2019,34,701,a.less than $25
MASS,MURS,MURS TWLT,LOREAL SA CORP,MAYB,0,3/1/2019,33,0,a.less than $25
MASS,CC,BM,LOREAL SA CORP,MAYB,0,4/1/2019,23,0,a.less than $25
MASS,CC,EM,LOREAL SA CORP,MAYB,45268200,4/1/2019,8,5658525,d.$100+
MASS,CC,FM,LOREAL SA CORP,MAYB,34972863,4/1/2019,76,460169,d.$100+
MASS,CC,KITS,LOREAL SA CORP,MAYB,483075,4/1/2019,38,12713,c.$50 - $100
MASS,CC,LM,LOREAL SA CORP,MAYB,12778705,4/1/2019,36,354964,d.$100+
MASS,CC,NC,LOREAL SA CORP,MAYB,1098,4/1/2019,3,366,a.less than $25
MASS,MURS,MURS LQ,LOREAL SA CORP,MAYB,455952,4/1/2019,28,16284,c.$50 - $100
MASS,MURS,MURS STICK,LOREAL SA CORP,MAYB,16110,4/1/2019,58,278,a.less than $25
MASS,MURS,MURS TWLT,LOREAL SA CORP,MAYB,1,4/1/2019,82,0,a.less than $25
MASS,CC,BM,LOREAL SA CORP,MAYB,0,5/1/2019,34,0,a.less than $25
MASS,CC,EM,LOREAL SA CORP,MAYB,43806908,5/1/2019,11,3982446,d.$100+
MASS,CC,FM,LOREAL SA CORP,MAYB,33616530,5/1/2019,50,672331,d.$100+
MASS,CC,KITS,LOREAL SA CORP,MAYB,423494,5/1/2019,10,42349,c.$50 - $100
MASS,CC,LM,LOREAL SA CORP,MAYB,12083312,5/1/2019,95,127193,d.$100+
MASS,CC,NC,LOREAL SA CORP,MAYB,802,5/1/2019,44,18,a.less than $25
MASS,MURS,MURS LQ,LOREAL SA CORP,MAYB,438385,5/1/2019,67,6543,c.$50 - $100
MASS,MURS,MURS STICK,LOREAL SA CORP,MAYB,14338,5/1/2019,43,333,a.less than $25
MASS,MURS,MURS TWLT,LOREAL SA CORP,MAYB,0,5/1/2019,92,0,a.less than $25
MASS,CC,BM,LOREAL SA CORP,MAYB,0,6/1/2019,6,0,a.less than $25
MASS,CC,EM,LOREAL SA CORP,MAYB,53302819,6/1/2019,74,720308,d.$100+
MASS,CC,FM,LOREAL SA CORP,MAYB,38909519,6/1/2019,16,2431845,d.$100+
MASS,CC,KITS,LOREAL SA CORP,MAYB,476792,6/1/2019,65,7335,c.$50 - $100
MASS,CC,LM,LOREAL SA CORP,MAYB,13062791,6/1/2019,82,159302,d.$100+
MASS,CC,NC,LOREAL SA CORP,MAYB,1039,6/1/2019,70,15,a.less than $25
MASS,MURS,MURS LQ,LOREAL SA CORP,MAYB,532886,6/1/2019,15,35526,c.$50 - $100
MASS,MURS,MURS STICK,LOREAL SA CORP,MAYB,18629,6/1/2019,24,776,a.less than $25
MASS,MURS,MURS TWLT,LOREAL SA CORP,MAYB,5,6/1/2019,2,3,a.less than $25
MASS,CC,BM,LOREAL SA CORP,MAYB,0,7/1/2019,91,0,a.less than $25
MASS,CC,EM,LOREAL SA CORP,MAYB,44125632,7/1/2019,70,630366,d.$100+
MASS,CC,FM,LOREAL SA CORP,MAYB,30962075,7/1/2019,68,455325,d.$100+
MASS,CC,KITS,LOREAL SA CORP,MAYB,307760,7/1/2019,83,3708,b.$25 - $50
MASS,CC,LM,LOREAL SA CORP,MAYB,10809519,7/1/2019,15,720635,d.$100+
MASS,CC,NC,LOREAL SA CORP,MAYB,2253,7/1/2019,16,141,a.less than $25
MASS,MURS,MURS LQ,LOREAL SA CORP,MAYB,418755,7/1/2019,78,5369,c.$50 - $100
MASS,MURS,MURS STICK,LOREAL SA CORP,MAYB,20799,7/1/2019,2,10400,c.$50 - $100
MASS,MURS,MURS TWLT,LOREAL SA CORP,MAYB,0,7/1/2019,42,0,a.less than $25
MASS,CC,BM,LOREAL SA CORP,MAYB,0,8/1/2019,77,0,a.less than $25
MASS,CC,EM,LOREAL SA CORP,MAYB,46911237,8/1/2019,25,1876449,d.$100+
MASS,CC,FM,LOREAL SA CORP,MAYB,33317598,8/1/2019,100,333176,d.$100+
MASS,CC,KITS,LOREAL SA CORP,MAYB,303838,8/1/2019,88,3453,b.$25 - $50
MASS,CC,LM,LOREAL SA CORP,MAYB,11607887,8/1/2019,46,252345,d.$100+
MASS,CC,NC,LOREAL SA CORP,MAYB,1299,8/1/2019,14,93,a.less than $25
MASS,MURS,MURS LQ,LOREAL SA CORP,MAYB,434224,8/1/2019,71,6116,c.$50 - $100
MASS,MURS,MURS STICK,LOREAL SA CORP,MAYB,21353,8/1/2019,22,971,a.less than $25
MASS,MURS,MURS TWLT,LOREAL SA CORP,MAYB,0,8/1/2019,52,0,a.less than $25
MASS,FACIAL SKIN CARE,CLEANSING BAR,JOHNSON & JOHNSON,NEUTROGENA,1319347.9,8/1/2017,91,14498,c.$50 - $100
MASS,FACIAL SKIN CARE,CLEANSING CLOTHS,JOHNSON & JOHNSON,NEUTROGENA,0,8/1/2017,25,0,a.less than $25
MASS,FACIAL SKIN CARE,CLEANSING MASK,JOHNSON & JOHNSON,NEUTROGENA,890367.262,8/1/2017,8,111296,d.$100+
MASS,FACIAL SKIN CARE,DAY FACIAL MOISTURIZER,JOHNSON & JOHNSON,NEUTROGENA,10358605.9,8/1/2017,10,1035861,d.$100+
MASS,FACIAL SKIN CARE,EXFOLIATORS/SCRUBS,JOHNSON & JOHNSON,NEUTROGENA,4552572.713,8/1/2017,47,96863,c.$50 - $100
MASS,FACIAL SKIN CARE,EYE CREAM,JOHNSON & JOHNSON,NEUTROGENA,1041036.25,8/1/2017,3,347012,d.$100+
MASS,FACIAL SKIN CARE,FACIAL CLEANSER WIPE,JOHNSON & JOHNSON,NEUTROGENA,1960545.791,8/1/2017,9,217838,d.$100+
MASS,FACIAL SKIN CARE,FACIAL SKIN APPLIANCES,JOHNSON & JOHNSON,NEUTROGENA,679280.529,8/1/2017,8,84910,c.$50 - $100
MASS,FACIAL SKIN CARE,FACIAL TREATMENT,JOHNSON & JOHNSON,NEUTROGENA,3081860.341,8/1/2017,64,48154,c.$50 - $100
MASS,FACIAL SKIN CARE,GENERAL/MULTIPURPOSE CLEANSER,JOHNSON & JOHNSON,NEUTROGENA,13983930.26,8/1/2017,15,932262,d.$100+
MASS,FACIAL SKIN CARE,NIGHT FACIAL MOISTURIZER,JOHNSON & JOHNSON,NEUTROGENA,3589438.5,8/1/2017,6,598240,d.$100+
MASS,FACIAL SKIN CARE,OIL BLOTTING SHEETS,JOHNSON & JOHNSON,NEUTROGENA,875.173,8/1/2017,46,19,a.less than $25
MASS,FACIAL SKIN CARE,TONER/ASTRINGENT,JOHNSON & JOHNSON,NEUTROGENA,1574267.928,8/1/2017,53,29703,c.$50 - $100
MASS,FACIAL SKIN CARE,TONERS,JOHNSON & JOHNSON,NEUTROGENA,506844.165,8/1/2017,15,33790,c.$50 - $100
MASS,FOOTCARE,CREAM,JOHNSON & JOHNSON,NEUTROGENA,43102.368,8/1/2017,47,917,a.less than $25
MASS,HAIR CARE,CONDITIONER,JOHNSON & JOHNSON,NEUTROGENA,280062.481,8/1/2017,6,46677,c.$50 - $100
MASS,HAIR CARE,SHAMPOO,JOHNSON & JOHNSON,NEUTROGENA,3155022.357,8/1/2017,43,73373,c.$50 - $100
MASS,HAIR CARE,TREATMENT,JOHNSON & JOHNSON,NEUTROGENA,277580.172,8/1/2017,97,2862,b.$25 - $50
MASS,HBL,HAND/ARM,JOHNSON & JOHNSON,NEUTROGENA,404835.88,8/1/2017,40,10121,c.$50 - $100
MASS,NAIL TREATMENTS,REMAINING NAIL TREATMENTS,JOHNSON & JOHNSON,NEUTROGENA,0,8/1/2017,8,0,a.less than $25
MASS,FACIAL SKIN CARE,CLEANSING BAR,JOHNSON & JOHNSON,NEUTROGENA,1585018.985,9/1/2017,41,38659,c.$50 - $100
MASS,FACIAL SKIN CARE,CLEANSING CLOTHS,JOHNSON & JOHNSON,NEUTROGENA,0,9/1/2017,97,0,a.less than $25
MASS,FACIAL SKIN CARE,CLEANSING MASK,JOHNSON & JOHNSON,NEUTROGENA,978710.291,9/1/2017,38,25756,c.$50 - $100
MASS,FACIAL SKIN CARE,DAY FACIAL MOISTURIZER,JOHNSON & JOHNSON,NEUTROGENA,11614723.84,9/1/2017,36,322631,d.$100+
MASS,FACIAL SKIN CARE,EXFOLIATORS/SCRUBS,JOHNSON & JOHNSON,NEUTROGENA,4851099.025,9/1/2017,55,88202,c.$50 - $100
MASS,FACIAL SKIN CARE,EYE CREAM,JOHNSON & JOHNSON,NEUTROGENA,1235981.028,9/1/2017,84,14714,c.$50 - $100
MASS,FACIAL SKIN CARE,FACIAL CLEANSER WIPE,JOHNSON & JOHNSON,NEUTROGENA,2145121.008,9/1/2017,98,21889,c.$50 - $100
MASS,FACIAL SKIN CARE,FACIAL SKIN APPLIANCES,JOHNSON & JOHNSON,NEUTROGENA,808779.686,9/1/2017,4,202195,d.$100+
MASS,FACIAL SKIN CARE,FACIAL TREATMENT,JOHNSON & JOHNSON,NEUTROGENA,3371073.242,9/1/2017,37,91110,c.$50 - $100
MASS,FACIAL SKIN CARE,GENERAL/MULTIPURPOSE CLEANSER,JOHNSON & JOHNSON,NEUTROGENA,14872768.74,9/1/2017,55,270414,d.$100+
MASS,FACIAL SKIN CARE,NIGHT FACIAL MOISTURIZER,JOHNSON & JOHNSON,NEUTROGENA,4135699.636,9/1/2017,70,59081,c.$50 - $100
MASS,FACIAL SKIN CARE,OIL BLOTTING SHEETS,JOHNSON & JOHNSON,NEUTROGENA,15.06,9/1/2017,74,0,a.less than $25
MASS,FACIAL SKIN CARE,TONER/ASTRINGENT,JOHNSON & JOHNSON,NEUTROGENA,1810905.723,9/1/2017,97,18669,c.$50 - $100
MASS,FACIAL SKIN CARE,TONERS,JOHNSON & JOHNSON,NEUTROGENA,530437.785,9/1/2017,67,7917,c.$50 - $100
MASS,FOOTCARE,CREAM,JOHNSON & JOHNSON,NEUTROGENA,50095.278,9/1/2017,70,716,a.less than $25
MASS,HAIR CARE,CONDITIONER,JOHNSON & JOHNSON,NEUTROGENA,324112.575,9/1/2017,96,3376,b.$25 - $50
MASS,HAIR CARE,SHAMPOO,JOHNSON & JOHNSON,NEUTROGENA,3923281.807,9/1/2017,70,56047,c.$50 - $100
MASS,HAIR CARE,TREATMENT,JOHNSON & JOHNSON,NEUTROGENA,320996.357,9/1/2017,72,4458,b.$25 - $50
MASS,HBL,HAND/ARM,JOHNSON & JOHNSON,NEUTROGENA,576059.238,9/1/2017,61,9444,c.$50 - $100
MASS,NAIL TREATMENTS,REMAINING NAIL TREATMENTS,JOHNSON & JOHNSON,NEUTROGENA,0,9/1/2017,15,0,a.less than $25
MASS,FACIAL SKIN CARE,CLEANSING BAR,JOHNSON & JOHNSON,NEUTROGENA,1236029.46,10/1/2017,42,29429,c.$50 - $100
MASS,FACIAL SKIN CARE,CLEANSING CLOTHS,JOHNSON & JOHNSON,NEUTROGENA,0,10/1/2017,5,0,a.less than $25
MASS,FACIAL SKIN CARE,CLEANSING MASK,JOHNSON & JOHNSON,NEUTROGENA,734192.172,10/1/2017,20,36710,c.$50 - $100
MASS,FACIAL SKIN CARE,DAY FACIAL MOISTURIZER,JOHNSON & JOHNSON,NEUTROGENA,9441080.461,10/1/2017,67,140912,d.$100+
MASS,FACIAL SKIN CARE,EXFOLIATORS/SCRUBS,JOHNSON & JOHNSON,NEUTROGENA,3648386.299,10/1/2017,68,53653,c.$50 - $100
MASS,FACIAL SKIN CARE,EYE CREAM,JOHNSON & JOHNSON,NEUTROGENA,1018903.402,10/1/2017,10,101890,d.$100+
MASS,FACIAL SKIN CARE,FACIAL CLEANSER WIPE,JOHNSON & JOHNSON,NEUTROGENA,1505420.097,10/1/2017,17,88554,c.$50 - $100
MASS,FACIAL SKIN CARE,FACIAL SKIN APPLIANCES,JOHNSON & JOHNSON,NEUTROGENA,703383.403,10/1/2017,54,13026,c.$50 - $100
MASS,FACIAL SKIN CARE,FACIAL TREATMENT,JOHNSON & JOHNSON,NEUTROGENA,2484414.717,10/1/2017,6,414069,d.$100+
MASS,FACIAL SKIN CARE,GENERAL/MULTIPURPOSE CLEANSER,JOHNSON & JOHNSON,NEUTROGENA,11003655.13,10/1/2017,26,423218,d.$100+
MASS,FACIAL SKIN CARE,NIGHT FACIAL MOISTURIZER,JOHNSON & JOHNSON,NEUTROGENA,3466082.212,10/1/2017,27,128373,d.$100+
MASS,FACIAL SKIN CARE,OIL BLOTTING SHEETS,JOHNSON & JOHNSON,NEUTROGENA,12.26,10/1/2017,66,0,a.less than $25
MASS,FACIAL SKIN CARE,TONER/ASTRINGENT,JOHNSON & JOHNSON,NEUTROGENA,1388647.009,10/1/2017,23,60376,c.$50 - $100
MASS,FACIAL SKIN CARE,TONERS,JOHNSON & JOHNSON,NEUTROGENA,425163.553,10/1/2017,30,14172,c.$50 - $100
MASS,FOOTCARE,CREAM,JOHNSON & JOHNSON,NEUTROGENA,20763.082,10/1/2017,44,472,a.less than $25
MASS,HAIR CARE,CONDITIONER,JOHNSON & JOHNSON,NEUTROGENA,255091.443,10/1/2017,71,3593,b.$25 - $50
MASS,HAIR CARE,SHAMPOO,JOHNSON & JOHNSON,NEUTROGENA,3278468.815,10/1/2017,68,48213,c.$50 - $100
MASS,HAIR CARE,TREATMENT,JOHNSON & JOHNSON,NEUTROGENA,247964.652,10/1/2017,55,4508,b.$25 - $50
MASS,HBL,HAND/ARM,JOHNSON & JOHNSON,NEUTROGENA,563040.398,10/1/2017,51,11040,c.$50 - $100
MASS,NAIL TREATMENTS,REMAINING NAIL TREATMENTS,JOHNSON & JOHNSON,NEUTROGENA,0,10/1/2017,10,0,a.less than $25
MASS,FACIAL SKIN CARE,CLEANSING BAR,JOHNSON & JOHNSON,NEUTROGENA,1235836.783,11/1/2017,98,12611,c.$50 - $100
MASS,FACIAL SKIN CARE,CLEANSING CLOTHS,JOHNSON & JOHNSON,NEUTROGENA,0,11/1/2017,37,0,a.less than $25
MASS,FACIAL SKIN CARE,CLEANSING MASK,JOHNSON & JOHNSON,NEUTROGENA,706766.005,11/1/2017,62,11399,c.$50 - $100
MASS,FACIAL SKIN CARE,DAY FACIAL MOISTURIZER,JOHNSON & JOHNSON,NEUTROGENA,10060686.1,11/1/2017,65,154780,d.$100+
MASS,FACIAL SKIN CARE,EXFOLIATORS/SCRUBS,JOHNSON & JOHNSON,NEUTROGENA,3586208.485,11/1/2017,36,99617,c.$50 - $100
MASS,FACIAL SKIN CARE,EYE CREAM,JOHNSON & JOHNSON,NEUTROGENA,1096970.021,11/1/2017,92,11924,c.$50 - $100
MASS,FACIAL SKIN CARE,FACIAL CLEANSER WIPE,JOHNSON & JOHNSON,NEUTROGENA,1412571.951,11/1/2017,39,36220,c.$50 - $100
MASS,FACIAL SKIN CARE,FACIAL SKIN APPLIANCES,JOHNSON & JOHNSON,NEUTROGENA,987954.58,11/1/2017,48,20582,c.$50 - $100
MASS,FACIAL SKIN CARE,FACIAL TREATMENT,JOHNSON & JOHNSON,NEUTROGENA,2410206.141,11/1/2017,83,29039,c.$50 - $100
MASS,FACIAL SKIN CARE,GENERAL/MULTIPURPOSE CLEANSER,JOHNSON & JOHNSON,NEUTROGENA,10941669.92,11/1/2017,9,1215741,d.$100+
MASS,FACIAL SKIN CARE,NIGHT FACIAL MOISTURIZER,JOHNSON & JOHNSON,NEUTROGENA,3837246.113,11/1/2017,50,76745,c.$50 - $100
MASS,FACIAL SKIN CARE,OIL BLOTTING SHEETS,JOHNSON & JOHNSON,NEUTROGENA,224.118,11/1/2017,5,45,a.less than $25
MASS,FACIAL SKIN CARE,TONER/ASTRINGENT,JOHNSON & JOHNSON,NEUTROGENA,1352955.816,11/1/2017,44,30749,c.$50 - $100
MASS,FACIAL SKIN CARE,TONERS,JOHNSON & JOHNSON,NEUTROGENA,470219.45,11/1/2017,39,12057,c.$50 - $100
MASS,FOOTCARE,CREAM,JOHNSON & JOHNSON,NEUTROGENA,7389.222,11/1/2017,28,264,a.less than $25
MASS,HAIR CARE,CONDITIONER,JOHNSON & JOHNSON,NEUTROGENA,255895.828,11/1/2017,79,3239,b.$25 - $50
MASS,HAIR CARE,SHAMPOO,JOHNSON & JOHNSON,NEUTROGENA,3342898.835,11/1/2017,57,58647,c.$50 - $100
MASS,HAIR CARE,TREATMENT,JOHNSON & JOHNSON,NEUTROGENA,244008.361,11/1/2017,51,4784,b.$25 - $50
MASS,HBL,HAND/ARM,JOHNSON & JOHNSON,NEUTROGENA,763381.549,11/1/2017,67,11394,c.$50 - $100
MASS,NAIL TREATMENTS,REMAINING NAIL TREATMENTS,JOHNSON & JOHNSON,NEUTROGENA,0,11/1/2017,99,0,a.less than $25
MASS,FACIAL SKIN CARE,CLEANSING BAR,JOHNSON & JOHNSON,NEUTROGENA,1524761.652,12/1/2017,1,1524762,d.$100+
MASS,FACIAL SKIN CARE,CLEANSING CLOTHS,JOHNSON & JOHNSON,NEUTROGENA,0,12/1/2017,50,0,a.less than $25
MASS,FACIAL SKIN CARE,CLEANSING MASK,JOHNSON & JOHNSON,NEUTROGENA,853930.654,12/1/2017,15,56929,c.$50 - $100
MASS,FACIAL SKIN CARE,DAY FACIAL MOISTURIZER,JOHNSON & JOHNSON,NEUTROGENA,12737186.79,12/1/2017,65,195957,d.$100+
MASS,FACIAL SKIN CARE,EXFOLIATORS/SCRUBS,JOHNSON & JOHNSON,NEUTROGENA,4442970.023,12/1/2017,57,77947,c.$50 - $100
MASS,FACIAL SKIN CARE,EYE CREAM,JOHNSON & JOHNSON,NEUTROGENA,1264284.32,12/1/2017,57,22180,c.$50 - $100
MASS,FACIAL SKIN CARE,FACIAL CLEANSER WIPE,JOHNSON & JOHNSON,NEUTROGENA,1727140.954,12/1/2017,17,101597,d.$100+
MASS,FACIAL SKIN CARE,FACIAL SKIN APPLIANCES,JOHNSON & JOHNSON,NEUTROGENA,2120742.965,12/1/2017,13,163134,d.$100+
MASS,FACIAL SKIN CARE,FACIAL TREATMENT,JOHNSON & JOHNSON,NEUTROGENA,2919516.025,12/1/2017,19,153659,d.$100+
MASS,FACIAL SKIN CARE,GENERAL/MULTIPURPOSE CLEANSER,JOHNSON & JOHNSON,NEUTROGENA,13720343.44,12/1/2017,0,0,a.less than $25
MASS,FACIAL SKIN CARE,NIGHT FACIAL MOISTURIZER,JOHNSON & JOHNSON,NEUTROGENA,4262677.14,12/1/2017,42,101492,d.$100+
MASS,FACIAL SKIN CARE,OIL BLOTTING SHEETS,JOHNSON & JOHNSON,NEUTROGENA,223.929,12/1/2017,18,12,a.less than $25
MASS,FACIAL SKIN CARE,TONER/ASTRINGENT,JOHNSON & JOHNSON,NEUTROGENA,1605406.506,12/1/2017,89,18038,c.$50 - $100
MASS,FACIAL SKIN CARE,TONERS,JOHNSON & JOHNSON,NEUTROGENA,487954.293,12/1/2017,95,5136,c.$50 - $100
MASS,FOOTCARE,CREAM,JOHNSON & JOHNSON,NEUTROGENA,10433.349,12/1/2017,86,121,a.less than $25
MASS,HAIR CARE,CONDITIONER,JOHNSON & JOHNSON,NEUTROGENA,327451.086,12/1/2017,67,4887,b.$25 - $50
MASS,HAIR CARE,SHAMPOO,JOHNSON & JOHNSON,NEUTROGENA,4177813.935,12/1/2017,0,0,a.less than $25
MASS,HAIR CARE,TREATMENT,JOHNSON & JOHNSON,NEUTROGENA,322806.368,12/1/2017,16,20175,c.$50 - $100
